Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Release Version	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age 	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider 	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed 	Assembly BioSample Collected by 	Assembly BioSample Collection date 	Assembly BioSample Cultivar 	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage 	Assembly BioSample Ecotype 	Assembly BioSample Geographic location 	Assembly BioSample Host 	Assembly BioSample Host disease 	Assembly BioSample Identified by 	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category 	Assembly BioSample Isolate 	Assembly BioSample Isolate name alias 	Assembly BioSample Isolation source 	Assembly BioSample Last updated	Assembly BioSample Latitude / Longitude 	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name  	Assembly BioSample Publication date	Assembly BioSample Sample name 	Assembly BioSample Serotype 	Assembly BioSample Serovar 	Assembly BioSample Sex 	Assembly BioSample Source type 	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain 	Assembly BioSample Sub-species 	Assembly BioSample Submission date	Assembly BioSample Tissue 	Assembly Blast URL	Assembly Description	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		INSDC last update	2016-01-28T11:05:28Z								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		INSDC status	public								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		Nucleic acid preparation	Phenol/Chloroform								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		Relevant e-resources	http://www.sanger.ac.uk/Projects/S_aureus/								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		Submitter Id	000417_GCAT-20090507								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		collection_date	1997								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		biotic_relationship	pathogen								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		broker name	European Nucleotide Archive								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		common name	Staphylococcus aureus subsp. aureus MSSA476								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		habitat	animal-associated habitat								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		host_taxid	9606								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		latitude	53								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		longitude	-2								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		pathogenicity	human								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		rel_to_oxygen	facultative anaerobic								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		sample_name	000417_GCAT-20090507								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		source_material_id	NARSA NRS71								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
GCF_000011525.1	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	species_match	category_na	OK	na	99.05	GCA_006094915.1	93.67	type	Staphylococcus aureus	94.95	Staphylococcus aureus subsp. aureus MSSA476	Staphylococcus aureus									81		2644	63	2788	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-02-11			6.6					PRJNA266	PRJNA266			Methicillin sensitive strain from the UK	SAMEA1705922		trophic_level	heterotroph								1997										Staphylococcus aureus subsp. aureus MSSA476		282459	Staphylococcus aureus subsp. aureus MSSA476							SRA		ERS000050					2021-08-21T01:30:44.000		Generic		EBI	Generic.1.0		2010-02-26T00:00:00.000	000417_GCAT-20090507					live	2016-04-21T08:27:47			2010-11-05T17:16:38.653				Complete Genome			ASM1152v1		GCA_000011525.1			Annotation submitted by Sanger Institute			current		2004-06-25		current	Sanger Institute			haploid	1	2799802		925603	33.0		2	2		2	1	2799802	2	2820454	2820454	98.28	47.78259	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_000011525.1													MSSA476	Staphylococcus aureus subsp. aureus MSSA476		282459	SOURCE_DATABASE_REFSEQ					
